=== Suite started at 2021-12-10 23:36:14
=== Starting test, 1586 test cases
=cases         1586
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 23:36:50
=ended         2021-12-10 23:36:50
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.5794.html
=started       2021-12-10 23:36:50
=ended         2021-12-10 23:36:50
=result        ok
=elapsed       0.103968
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.7555.html
=started       2021-12-10 23:36:50
=ended         2021-12-10 23:36:50
=result        ok
=elapsed       0.10587
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.7587.html
=started       2021-12-10 23:36:50
=ended         2021-12-10 23:36:50
=result        ok
=elapsed       0.104782
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.7603.html
=started       2021-12-10 23:36:50
=ended         2021-12-10 23:36:50
=result        ok
=elapsed       0.105532
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.7635.html
=started       2021-12-10 23:36:50
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.106936
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.7667.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.102329
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.5922.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.101923
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.5938.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.129541
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.7763.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.10209
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.6018.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.102499
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.6034.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.104173
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.6066.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:51
=result        ok
=elapsed       0.102992
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.6114.html
=started       2021-12-10 23:36:51
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       0.140787
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.7939.html
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       0.108423
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6178.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       5.0e-6
=group_time    2.010s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6194.html
=group_props   [{name,offline_single},sequence]
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:offline_feature_enabled
=logfile       ejabberd_suite.offline_feature_enabled.html
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       0.102957
=case          ejabberd_SUITE:offline_check_identity
=logfile       ejabberd_suite.offline_check_identity.html
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       0.106636
=case          ejabberd_SUITE:offline_send_non_existent
=logfile       ejabberd_suite.offline_send_non_existent.html
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       0.102473
=case          ejabberd_SUITE:offline_view_non_existent
=logfile       ejabberd_suite.offline_view_non_existent.html
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:52
=result        ok
=elapsed       0.102394
=case          ejabberd_SUITE:offline_remove_non_existent
=logfile       ejabberd_suite.offline_remove_non_existent.html
=started       2021-12-10 23:36:52
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       0.101684
=case          ejabberd_SUITE:offline_view_non_integer
=logfile       ejabberd_suite.offline_view_non_integer.html
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       0.102066
=case          ejabberd_SUITE:offline_remove_non_integer
=logfile       ejabberd_suite.offline_remove_non_integer.html
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       0.101926
=case          ejabberd_SUITE:offline_malformed_iq
=logfile       ejabberd_suite.offline_malformed_iq.html
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       0.105262
=case          ejabberd_SUITE:offline_wrong_user
=logfile       ejabberd_suite.offline_wrong_user.html
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       0.109686
=case          ejabberd_SUITE:offline_unsupported_iq
=logfile       ejabberd_suite.offline_unsupported_iq.html
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       0.102704
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6338.html
=group_props   [{name,offline_single},sequence]
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       5.0e-6
=group_time    1.398s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6354.html
=group_props   [{name,mam_single},sequence]
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:mam_feature_enabled
=logfile       ejabberd_suite.mam_feature_enabled.html
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:53
=result        ok
=elapsed       0.105102
=case          ejabberd_SUITE:mam_get_set_prefs
=logfile       ejabberd_suite.mam_get_set_prefs.html
=started       2021-12-10 23:36:53
=ended         2021-12-10 23:36:55
=result        ok
=elapsed       1.894693
=case          ejabberd_SUITE:mam_get_form
=logfile       ejabberd_suite.mam_get_form.html
=started       2021-12-10 23:36:55
=ended         2021-12-10 23:36:55
=result        ok
=elapsed       0.110689
=case          ejabberd_SUITE:mam_fake_by
=logfile       ejabberd_suite.mam_fake_by.html
=started       2021-12-10 23:36:55
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       0.103305
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6450.html
=group_props   [{name,mam_single},sequence]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       5.0e-6
=group_time    2.372s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6466.html
=group_props   [{name,csi_single},sequence]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:csi_feature_enabled
=logfile       ejabberd_suite.csi_feature_enabled.html
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       0.101368
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6498.html
=group_props   [{name,csi_single},sequence]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       4.0e-6
=group_time    0.161s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6514.html
=group_props   [{name,push_single},sequence]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:push_feature_enabled
=logfile       ejabberd_suite.push_feature_enabled.html
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       0.10243
=case          ejabberd_SUITE:push_unsupported_iq
=logfile       ejabberd_suite.push_unsupported_iq.html
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       0.10723
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8259.html
=group_props   [{name,push_single},sequence]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       1.4e-5
=group_time    0.302s
=case          ejabberd_SUITE:test_unregister
=logfile       ejabberd_suite.test_unregister.html
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       0.003869
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8275.html
=group_props   [{name,single_user},sequence]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       4.0e-6
=group_time    14.978s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8291.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8307.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.8323.html
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       0.111272
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.8339.html
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       0.109724
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6658.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       4.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6674.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:56
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.6690.html
=started       2021-12-10 23:36:56
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.11335
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.6706.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.108856
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6754.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       3.0e-6
=group_time    0.174s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6770.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.6786.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.111817
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.6802.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.109945
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6818.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       3.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6834.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.6850.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.117091
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.6866.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.115308
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6914.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       3.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.6930.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.6946.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.139814
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.6962.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.135442
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.6994.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       4.0e-6
=group_time    0.202s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7010.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.7026.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.109024
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.7042.html
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:57
=result        ok
=elapsed       0.105466
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8643.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 23:36:57
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       3.0e-6
=group_time    0.171s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8659.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.8675.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.109686
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.8691.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.10541
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7122.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       3.0e-6
=group_time    0.170s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7138.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_invite_password_protected_master
=logfile       ejabberd_suite.muc_invite_password_protected_master.7154.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.10812
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=logfile       ejabberd_suite.muc_invite_password_protected_slave.7170.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.108217
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8819.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       4.0e-6
=group_time    0.174s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8835.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.8851.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.114099
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.8867.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.110496
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7282.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       3.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7298.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.7314.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.117444
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.7330.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.115749
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8947.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       3.0e-6
=group_time    0.180s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8963.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_kick_master
=logfile       ejabberd_suite.muc_kick_master.8979.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.111109
=case          ejabberd_SUITE:muc_kick_slave
=logfile       ejabberd_suite.muc_kick_slave.8995.html
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:58
=result        ok
=elapsed       0.107564
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9075.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-10 23:36:58
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       3.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9091.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_affiliation_master
=logfile       ejabberd_suite.muc_change_affiliation_master.9107.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.12146
=case          ejabberd_SUITE:muc_change_affiliation_slave
=logfile       ejabberd_suite.muc_change_affiliation_slave.9123.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.117652
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7426.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       3.0e-6
=group_time    0.183s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7442.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_destroy_master
=logfile       ejabberd_suite.muc_destroy_master.7458.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.108989
=case          ejabberd_SUITE:muc_destroy_slave
=logfile       ejabberd_suite.muc_destroy_slave.7474.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.108137
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7538.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       4.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7554.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_vcard_master
=logfile       ejabberd_suite.muc_vcard_master.7570.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.115304
=case          ejabberd_SUITE:muc_vcard_slave
=logfile       ejabberd_suite.muc_vcard_slave.7586.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.110766
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7634.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       8.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7650.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_nick_change_master
=logfile       ejabberd_suite.muc_nick_change_master.7666.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.110684
=case          ejabberd_SUITE:muc_nick_change_slave
=logfile       ejabberd_suite.muc_nick_change_slave.7682.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       0.107449
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7730.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       4.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7746.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:36:59
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_config_title_desc_master
=logfile       ejabberd_suite.muc_config_title_desc_master.7762.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.112317
=case          ejabberd_SUITE:muc_config_title_desc_slave
=logfile       ejabberd_suite.muc_config_title_desc_slave.7778.html
=started       2021-12-10 23:36:59
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.107576
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7858.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       9.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9331.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_public_list_master
=logfile       ejabberd_suite.muc_config_public_list_master.9347.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.114949
=case          ejabberd_SUITE:muc_config_public_list_slave
=logfile       ejabberd_suite.muc_config_public_list_slave.9363.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.111342
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7938.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       4.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7954.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_password_master
=logfile       ejabberd_suite.muc_config_password_master.7970.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.11555
=case          ejabberd_SUITE:muc_config_password_slave
=logfile       ejabberd_suite.muc_config_password_slave.7986.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.112314
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8018.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       4.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8034.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_whois_master
=logfile       ejabberd_suite.muc_config_whois_master.8050.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.115997
=case          ejabberd_SUITE:muc_config_whois_slave
=logfile       ejabberd_suite.muc_config_whois_slave.8066.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.112472
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8162.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       3.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8178.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_members_only_master
=logfile       ejabberd_suite.muc_config_members_only_master.8194.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.115607
=case          ejabberd_SUITE:muc_config_members_only_slave
=logfile       ejabberd_suite.muc_config_members_only_slave.8210.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       0.112762
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9507.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       3.0e-6
=group_time    0.180s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9523.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:00
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_moderated_master
